Airline Name,inflight_service_sentiment,cancellation_luggage_sentiment,delay_sentiment,crew_meal_sentiment,boarding_sentiment
Passion Air,0.0,-0.060821360253642716,-0.37630773957200486,-0.04826361314112196,-0.1328524714621398
Peach Aviation,-0.04106497963685532,-0.13530379614100543,-0.06877132130212642,-0.013626395188302696,-0.011865588685029333
Pegasus Airlines,-0.022330288832547295,-0.3185205358233559,-0.2246797081722658,-0.019763184243788496,-0.0702160579195478
Pelita Air,0.23893915750566305,0.0,0.0,0.6723852044544302,0.0
PenAir,0.0,-0.2610624093928417,-0.1825580238879404,0.0,0.0
Peruvian Airlines,-0.017532234542300778,-0.1363236696112465,-0.4449191200430094,-0.02235173218886399,-0.06330985319780362
Petroleum Air Services,-0.07142786387153512,-0.06588854823785707,-0.0013595372304728015,0.22826119961542035,-0.15581743981165005
Philippine Airlines,-0.03988313844893925,-0.16299499004686524,-0.07710509117070279,-0.011542394366501159,-0.03156840286277769
Phuket Air,0.026053238331817323,-0.03417907606322331,-0.15624914339422724,0.01785361399072035,-0.016231276825265126
Pobeda Airlines,0.0042593319398874525,-0.25166221955649365,-0.0950394463901575,-0.027800009118429888,-0.18721764096044421
Porter Airlines,0.03388406835245961,-0.22306260911814138,-0.10649525604421192,0.03160670162706227,-0.04805834742880247
Primera Air,0.0,-0.15624903572815105,-0.28056342654181915,-0.04189546437993231,-0.04889517167446446
Privilege Style,-0.051801586389907305,0.0021132098315269484,0.004017469948432214,0.05783708789691179,-0.004886912353115571
Qantas Airways,-0.03355337791202615,-0.09166649896671514,-0.07907836959828053,-0.07636339721359973,-0.028961490147591026
QantasLink,0.04669421440792539,-0.03576515772786102,-0.005937990467178648,0.23922484479922507,0.044654361008180044
Qatar Airways,0.18191950386447986,-0.05430755959464171,-0.025138450100774888,0.003377464099000975,0.02350269045246538
Qazaq Air,0.17576424087764123,0.0,0.0,0.18292138152165374,0.10777448660070507
Ravn Alaska,0.0,-0.09206019764514563,-0.43184547034861187,-0.07535289393530951,0.0
Red Wings Airlines,0.0,-0.2795065442721049,-0.31871209541956586,0.09503957142613312,0.18675446003494678
Regent Airways,-0.06992754829740123,0.04429958625273271,-0.16515778324158942,0.010984681859497839,0.006812670358073355
Regional Express,0.020254151716089186,0.03775274736716661,-0.008255982347546821,0.230610749200911,0.21897121037130501
Rex Airlines,0.08401203580123424,-0.018909893619325144,-0.014426167981983621,0.1568127682856988,0.28456885512695634
Rhein-Neckar Air,0.0,0.0,0.0,0.0,0.9781238436698914
Rossiya Airlines,0.04717927140060598,-0.025019950561433472,0.025601589547685908,0.08063746350517814,0.02691382422566072
Royal Air Maroc,0.014008782758086352,-0.25926601509322544,-0.0867407106748934,-0.016415433562165425,-0.023593631319788307
Royal Brunei Airlines,0.20555858207890393,-0.017054383297293644,-0.01079995870682648,0.07510372053523624,0.023235633575863616
Royal Jordanian Airlines,-0.12634679984582528,-0.3361635766822051,-0.0948509867295871,-0.05301137076128195,-0.04794124875301934
Rwandair,0.01729397451395476,-0.07068768383936887,-0.1412247167148703,0.049647078150944324,-0.04917502896552443
Ryanair,0.008760930522467524,-0.21355682688940092,-0.11294567070332862,0.011238800052609159,-0.06718503821534624
S7 Siberia Airlines,0.0770259352523721,-0.037923210562587024,0.007358619930472849,0.191934515179299,0.024821851290590165
SA Express,0.015181084277994477,-0.041745818345447785,-0.048964734654578596,0.10356607546176035,-0.0476346854379313
SATA Air Azores,0.04033340477121627,-0.2790122315719101,-0.09738666935510108,0.0026463045398729497,0.0013301346363568118
SATENA,0.0,-0.07015020333870195,-0.11304936921109418,0.0,0.21004040835950377
SCAT Airlines,-0.014418370741308334,-0.2963199904212025,-0.13100690642992655,0.03756537684790635,0.10158717616340007
STARLUX Airlines,0.07219210012296708,-0.14958207325105902,-0.029855296087360855,-0.004602190606707801,-0.0020003472275907175
SVG Air,0.0,0.0,0.0,0.0,0.0
Safarilink,0.4544134140014648,0.0,0.0,0.0,0.36305657029151917
Safi Airways,0.018212579630792744,-0.10390639883537092,-0.14388345134322023,0.1013349353043324,0.018458852675369085
Salam Air,0.005846875171137885,-0.22380847960676448,-0.15651683840919425,-0.12647351133382564,-0.13004606969185295
Sansa Airlines,0.0,-0.2705563956124414,-0.02837970996596863,0.0,0.008539074625315541
Saudi Arabian Airlines,-0.0010472342193833496,-0.19504459882789685,-0.05773874438988818,-0.0004749049394621238,0.03067811357425654
Scoot,-0.02535153090009965,-0.13362879010393652,-0.15861397840270086,-0.04219253063826677,-0.12459060271144226
Seaborne Airlines,0.0,-0.28617090549304997,-0.31378285244189097,-0.030229795335879172,-0.051200435973333805
SereneAir,-0.02402311568910799,-0.07763180746360727,-0.2669474220473834,-0.014793506873304711,-0.046509434239280355
Shaheen Air,0.19247473949847346,0.0,0.12214040934984162,0.15387988880881362,0.05991113285014341
Shandong Airlines,0.15520622178243204,-0.04968214668800025,-0.059122091372239664,0.0021521043903049274,0.03836547113294056
Shanghai Airlines,0.038678473457116135,-0.030849771311275795,-0.13842213167268577,0.01636802495406848,0.039514417843019546
Shenzhen Airlines,-0.01715397471770439,-0.13906282860314395,-0.026998973730029657,0.09438467034591548,-0.01676368958044326
Sichuan Airlines,0.028721644001890433,-0.08875009601218242,-0.00011532769684810206,0.07048110348602385,0.08843125737459401
SilkAir,-0.0066533294838034066,-0.008768343754142548,-0.012269115879280505,0.0027832792933594613,-0.023611534102057373
Silver Airways,-0.025418850016787314,-0.3642544729236291,-0.25735958460095354,0.003979845036079333,-0.07524561916703586
Singapore Airlines,0.051162622507171164,-0.056758217228920174,-0.01989177287777458,0.027458577203525403,0.0801758718957098
Sky Airline,0.042877130044615554,-0.25347068530066946,-0.08292039240250426,0.019912327603813854,0.009674596750964102
Sky Express Airlines,0.01975267667970542,-0.34123392203905767,-0.1436024368915053,-0.004766498234299491,-0.029893861970379777
SkyUp Airlines,0.0,-0.1211088534235189,-0.31806747133333335,0.2152425448099772,-0.11027580141631467
SkyWest Airlines,0.13360144192662618,-0.005011838345866913,-0.016787395788317,0.10810982663245758,0.19584066313513407
SkyWork Airlines,0.0,-0.09249196701453656,-0.010456504146352075,0.2876982673368564,-0.15147127106509736
Skybus,0.0,-0.0378144966250669,-0.19801958475046766,0.0,-0.0900345152577408
Skymark Airlines,0.30891534569102636,-0.043274892299850515,0.032798770260304366,0.09559178905316912,0.12170036508447082
Skytrans Airlines,0.0,-0.144595549189662,-0.2897320151844096,0.10548080570311177,-0.173170262474609
SmartLynx Airlines,-0.08066701362515202,-0.03571580882980699,-0.25011116702432834,-0.052831311061898686,-0.13433390906398057
SmartWings,0.04111654140017993,-0.06616599333339104,-0.21106888466394552,-0.0020786211993164172,-0.0026152040696279044
Smartavia,-0.2269162684679031,-0.1944499165,-0.060081956388165964,-0.07859204862398105,-0.3102216282085256
Sol Líneas Aéreas,0.0,0.0,-0.7278876900672913,0.0,0.0
Solomon Airlines,0.02448824388120163,0.0,0.040492386326741237,0.3761144103121275,0.07304377728721616
Somon Air,-0.10072650222382377,0.0,0.0,0.0,-0.07451399457055895
South African Airways,-0.009558291380779536,-0.09401226334172091,-0.06189636605010742,0.037714011785851966,-0.05176718392064475
Southern Airways Express,0.0,-0.2340177676063881,-0.424918017687191,0.0,0.0
Southwest Airlines,0.01588630289835424,-0.18977853105183304,-0.07535240019334564,0.01864509966278852,-0.035314910562239246
SpiceJet,0.00025764094672863,-0.2252656806309439,-0.25484197449792784,-0.016383770759659983,0.04832154341229794
Spirit Airlines,-0.03180045798028758,-0.3213530763236392,-0.21588173089709511,-0.0542267001098737,-0.09356542130519178
SriLankan Airlines,-0.025833009080156236,-0.2205769780386413,-0.10734746221078105,-0.010620980872600933,-0.0857953107799018
Sriwijaya Air,0.0520260802512349,-0.12247705638710393,-0.06987003876296839,-0.014166350938847381,-0.019496335801989794
StarFlyer,0.07948096505279234,0.0,0.0,0.5084348392740704,0.336374524883383
Sudan Airways,-0.7811462879180908,0.0,0.0,0.0,0.0
Sun Country Airlines,-0.015211662694613722,-0.3835312334691459,-0.1297330189630836,-0.035261242464645806,-0.048155917513734894
Sun-Air,0.2894196926733963,0.0,0.11199272354127632,0.20194523851392998,0.1985911608555801
Sunwing Airlines,-0.009982949423191799,-0.1914990123566015,-0.22439817622143068,-0.02156693764797421,-0.11438905705073638
Suparna Airlines,0.0,0.0,-0.3328651170602269,-0.48273462249131727,0.0
Super Air Jet,-0.032340313087193116,-0.1426505727459248,-0.3804519390856434,-0.014169581548591968,-0.010927537654416022
Surinam Airways,0.0,-0.15814104210216448,0.019949351756203413,0.14084157471169662,-0.016303570448963065
Swoop,-0.015287881147801769,-0.4300595463189733,-0.15471906057187282,-0.01422100396993768,-0.01290196242138173
SyrianAir,0.014020641062783692,0.005106822304103685,-0.04009615132773451,0.0935456095329992,0.047343371042096426
T'Way Air,0.08832842812650402,-0.21452667720714333,-0.17492800845496434,0.007671144351519965,-0.04519165116554028
TAAG Angola Airlines,-0.035129761785115565,-0.099007594502632,-0.14840598784621242,0.013502230438491747,-0.07669284330217427
TACA Regional,-0.28806114196777344,0.1338969996276594,-0.08793261952232294,0.0,0.0
TAG Airlines,0.0,-0.41741358257578204,-0.055333267563663566,0.0,-0.00718684451203569
TAM Airlines,0.010621967221928603,-0.045217802306022056,-0.08425105254693273,0.0063557752998583674,-0.0026834681827880252
TAME,-0.02353388534905329,-0.2452799741849995,0.000978654412355787,-0.0031663041073218597,0.04857066304827149
TAP Portugal,-0.06171547016109564,-0.32970801184612036,-0.07163636249185115,-0.02982728600294284,-0.0736112074718978
TAR Aerolineas,0.06759280249894495,-0.4770194412873601,-0.0175600328504053,0.06964747203611626,0.10886410498878893
TUI Airways,0.023612529471038875,-0.04129028708255321,-0.05227120960978971,0.04556000581438077,-0.0048362850432376306
TUIfly,0.010373389463681357,-0.02818762085824494,-0.026540835656973318,0.07968964703420155,-0.009407175709293131
TUIfly Nordic,0.0,0.0,0.0,0.0,0.0
TUS Airways,0.052637637429471515,0.00505100586189805,-0.04331458010448992,0.0,0.3515772364804787
Tailwind Airlines,0.057129471911032924,-0.2227022884938256,-0.2235399346684974,0.05756804210755037,0.17501300767941474
Tame Línea Aérea Del Ecuador,-0.07139079490883928,-0.4329851162965029,-0.12233468622882204,-0.017629188578112017,-0.026599470735287428
Tara Air,0.18951235711372116,0.0,0.28589798510277054,0.0,0.0
Thai AirAsia,0.09352019338793671,-0.1424507547512163,-0.024753411839434393,-0.020691290631672462,-0.01015074452855759
Thai Airways,0.07452265660350854,-0.07355063297731465,-0.04495733873091618,-0.030726627168017794,-0.01643886011623972
Thai Lion Air,-0.20527774339184557,-0.2948741983463381,-0.09809730596983635,0.001603279033912977,-0.026619661907427684
Thai Smile Airways,0.12373841611840014,-0.009523072479230928,-0.007098350955465665,0.10398997582509496,0.14505614431371813
Thomas Cook Airlines,0.014883473790552245,-0.08973144707526673,-0.06079276528260695,-0.08717156630590292,-0.010336773022672864
Thomas Cook Airlines Scandinavia,0.018045733232917218,0.0,0.06717627909981527,0.20840954192164377,0.03948983158218855
Thomson Airways,0.014666781483116976,-0.006533246824618373,-0.02737551278443568,0.03833498344412252,0.038503716931384255
Tianjin Airlines,0.08875710176149912,-0.03428534775921545,-0.023369609208585752,0.06435784904356161,0.06481580324334248
Tibet Airlines,0.41567068775155225,0.0,0.0,0.0,0.5351990513040814
Tigerair,0.08689216192383173,-0.0601314946959506,-0.07014964887553955,0.02892630294695914,0.08388233927017621
Tigerair Australia,-0.036599992065650684,-0.36768375953805554,-0.2051668577542508,-0.044078203710711895,-0.054049556613704634
Tigerair Taiwan,-0.00629173841433992,-0.31334106996178784,0.016277636401554146,0.09625524282455444,-0.029764524430266497
Titan Airways,0.025001189186936036,-0.005810123151178541,-0.004915896568966538,0.148875148051865,0.016391465062270554
TransAsia Airways,0.11129480600357056,0.0,0.0,0.21925333412925174,0.27318447979911914
TransNusa,-0.04869885614159741,-0.3528031664865335,-0.21201376087583798,-0.0267225975910529,-0.021109696063111427
Transaero Airlines,-0.03519763700427136,-0.010447038050203245,-0.06233185568430622,-0.03256559441485306,-0.016294181365045388
Transavia,-0.01791925250536536,-0.34076164732051806,-0.07942225608360955,-0.07872803078867349,-0.080579656970685
Trigana Air,0.0,0.0,0.17168913809546352,0.2895464149307358,0.0
Tropic Air Belize,0.15946335593859354,-0.022496435302267043,0.1256282014506613,0.0,0.0
Tunisair,0.024969557870888417,-0.03167380210443649,-0.1704055713371649,0.08841292610676114,-0.04787657834574517
Turkish Airlines,-0.02380974509100491,-0.25940283120799,-0.14875755344463043,-0.022426345953347936,-0.07351672604222945
Turkmenistan Airlines,-0.11763405566222795,-0.018146305570772986,-0.11766100209494891,0.005606866117564903,-0.034932985972866586
UP by El Al,0.23999762535095215,-0.30664576810391475,-0.050583443556962364,0.0,-0.06761737790439999
US Airways,-0.006263260285061272,-0.09534024542010117,-0.26908491964194375,-0.054778089339286025,-0.06392706348521333
US-Bangla Airlines,-0.011376542824559084,-0.02755276255784755,0.03186224040157999,0.0,-0.16778018023538022
Uganda Airlines,0.060072285788399835,-0.1972383347765752,-0.20630744934681308,0.010707892118686366,-0.06802961513765605
Ultra Air,0.0,0.2180575728416443,0.0,0.0,-0.3162807423333333
United Airlines,0.04257770152393547,-0.23481656145407356,-0.12122589170198994,-0.04452524644997074,-0.04663656750379997
Ural Airlines,0.033319605433462664,-0.08089428557178362,-0.19232491501671134,0.015874602127946825,-0.09519684393340634
Utair Aviation,0.12403934086761495,0.020480821426926178,0.01980044612429832,0.17474307838526446,-0.15422116293651206
Uzbekistan Airways,0.005236461252902014,-0.032092497610136585,-0.029862541146704096,-0.006563946368459398,-0.0021762357724051788
V Air,0.09633774501306033,-0.11777224507019003,-0.07782995480537272,0.09695014274506206,0.0
VLM Airlines,0.0554185453778926,0.021647667781636327,0.04227223916981457,0.1653911951955851,0.09616805065659595
Vanilla Air,0.10889920922584165,-0.11921664472998131,-0.03215763432868978,0.030259720750732116,-0.026511136533993892
ViaAir,0.07207610390403053,-0.35118303596514244,-0.1115422729086136,-0.05378513139395688,-0.015588351520683712
Vietnam Airlines,0.06355537311598453,-0.07080174003472567,-0.013491287314645781,0.022738078372168447,0.01170479340958625
Virgin America,0.027748810932061118,-0.09056945757433456,-0.04408649394489505,0.021865464695065232,-0.03899594362621172
Virgin Australia,0.05166710746753583,-0.14144711546981908,-0.019138143745659433,0.09126930223131564,0.07431205573082748
Vistara,0.18200383668528808,-0.06685622325284044,-0.0002928112307484809,0.08110417633094912,0.041282182933865076
Viva Air,-0.023834368039495128,-0.48317360201206544,-0.09846714834087264,-0.01893718815361824,-0.14406824215871325
VivaAerobús,-0.011284703486901604,-0.37408898413098846,-0.1161092992970641,-0.054022834164490864,-0.0689049956460617
VivaColombia,-0.004269371225546396,-0.36869905689811805,-0.029286562557116383,-0.005381895604226042,-0.3781580597658323
Volaris,-0.017017664973016326,-0.48678577405978396,-0.11022963158681925,-0.012555017362209658,-0.10964749605736207
Volotea,0.0742994724737435,0.03790048065345743,0.07234795910810685,0.16360265318453704,0.48111188313263503
Voyage Air,0.0,-0.9105901718139648,0.0,0.0,0.0
Vueling Airlines,-0.00499329222750189,-0.4136441925242179,-0.08805478628104982,-0.0003447652875383866,-0.03763491878868555
WOW air,-0.006661803920765215,-0.26656088852065984,-0.03193820856250598,-0.045058814691337865,-0.05131118401917185
Wamos Air,-0.11644250681804147,-0.03312787199328813,-0.10599357414396661,-0.0791849513736388,-0.03384940307511131
Wideroe,0.0,-0.13828035831056792,-0.14138060057594257,0.07466082578610062,-0.05498388688979278
Winair,0.017805284520327886,-0.29524183222330486,-0.09290483451267413,0.0,0.0
Wingo,0.017278235230366687,-0.47864638771233214,-0.06266074665535516,-0.006871145520584935,-0.10371176192441611
Wings Air,-0.03573831775522519,-0.07174212126735559,-0.21967120779375232,-0.06157657911325847,-0.009517307344555723
Wizz Air,0.004420561621300168,-0.45629606466617373,-0.13004289977212818,-0.01737803231043884,-0.07637309251724655
World2Fly,0.0,-0.7323551429648526,-0.0727309234189568,0.0,0.0
XL Airways France,-0.03984270721441744,-0.07336611399298229,-0.03581260576458618,0.07625815748617813,0.011147426067617384
Xiamen Airlines,0.05941311678334906,-0.08180373466555708,-0.0466464084723662,0.05030868373780729,-0.00940145227953265
Yakutia Airlines,0.2286599576473236,0.0,0.0,0.08338992964149763,0.04459404278873155
Yangon Airways,0.19887370584220268,0.07936100360708136,0.07288328059805291,0.10269621849077187,0.0
Yemenia,0.032232223275638065,-0.025365997905922717,-0.020687329926840706,0.027980957477734106,0.014660907631625905
Yeti Airlines,-0.036189808661314785,-0.11550678697210683,0.1015513480716774,0.04464771121343485,-0.09878040652655108
ZIPAIR,-0.026783254431551173,-0.20905758901630347,-0.059684712481894185,-0.011913982533101523,-0.07046692655851243
Zambia Airways,0.0,0.0,-0.2540906785523682,0.0,-0.18324302448870844
airBaltic,-0.024476355706483478,-0.23215694948953092,-0.09738739499002143,0.02272937282107187,-0.04860454153098757
bmi Regional,0.02996690175858607,-0.12382734485338669,-0.1633969239301634,0.07047025560124695,0.00285394174864507
easyJet,-0.0032983672893724847,-0.1862769711955888,-0.15666357466023847,0.007892306186125662,-0.05956846070819608
euroAtlantic Airways,-0.1451008601058506,-0.03548634747571341,-0.12900648016962657,-0.2811433061774086,-0.04495209579228195
fastjet,0.0,-0.12451579509191618,-0.057487885721245136,-0.0017553877651649,0.022247361282911715
flyadeal,-0.07414986917277676,-0.27168769056425685,-0.27671365164084794,-0.07110603689410801,-0.06401580660847861
flybe,0.0,-0.14018544554710388,-0.20516741275787354,0.3455455492899525,0.12069408188604236
flybondi,-0.05748687023753602,-0.2619206165657134,-0.24647348183549136,-0.02601441133106827,-0.023503772071652818
flydubai,-0.056586503144648574,-0.22458783047023317,-0.14977720860137256,-0.03230911046797842,-0.11053084702908297
